,sentiment scheme1,sentiment scheme2,cleaned_text
1294,1,1,be aa white truffle ice cream with and shave white
1295,1,2,you be not totally dress when your not wear a smile 😄 😄 😄 repeat
1296,2,2,🍷 😱 do get good than this repeat st perfume
1297,1,1,time temp c hum percent c bar rain today
1298,1,2,victoria harbour ave ne u of star tsim sha tsui avenue of star hong kong
1299,1,1,i be at mong kok station in mong kok
1300,1,2,such great welcome 🙏 user welcome fine place four season location feel good
1301,1,2,ocean park enjoy a strawberry flavour ice drink while heavily
1302,1,1,i be at user in tung chung
1303,2,2,happy new year after a beautiful summer break repeat fill with great food drink family and
1304,1,2,happy chinese new year from the hong kong parade 🎉 🎊 🐓 new year lunar new year chinese new year
1305,1,1,we be hire read about our late job open here retail operation assistant it hong kong
1306,1,1,☕ white house white house coffee
1307,1,2,the fine dim sum plate repeat fit for an emperor shang palace kowloon la
1308,1,1,time temp c hum percent c bar rain today
1309,1,1,time temp c hum percent c bar rain today
1310,1,1,i be at hong kong international airport user in hong kong
1311,1,1,good like a bos cat cat mr mr cat restaurant freehand space with cat
1312,1,1,just post a photo hong kong cultural
1313,1,1,the view from central to kowloon hong kong view travel
1314,1,1,new year s dessert smile in hope how come
1315,1,1,shopping mall user in hong kong
1316,2,2,this be a fine world for the person who know precisely what he or she expect from life and be
1317,1,1,come up on the nunnery maybe i should have do a video walk up and into this it be
1318,1,1,want to work at standard charter bank we be hire in hong kong click for detail finance job job
1319,1,2,knockout chronicle tammy
1320,1,2,happy chinese valentine day lantern star ferry pier create sha tsui tsim sha tsui star ferry pier
1321,1,1,i be at hong kong international airport user in island district hong kong
1322,1,2,a new time kill place at 📚 u hong kong international airport
1323,2,2,😋 from leave to right 👉 ed ed crab 🦀 👉 ed ed beef 👉 ed ed lobster 👉 ed ed o toro with caviar tuna 🐟 👉 ed ed
1324,2,2,all the pastry here be make me go 🤤 and i do wish i could try all of it dessert pic
1325,1,2,day pac rebook more week thank you 💋 💋 pacific office tsim sha
1326,1,1,fresh fish batch salt recipe
1327,1,2,this year we have build this four high with plastic water
1328,1,1,time temp c hum percent c bar rain today
1329,1,2,the from in bay area u 👍 ed ed
1330,1,2,baby girl who love to take photo from morning til
1331,1,1,pineapple jasmine tea at newly open tst branch of flamingo bloom with
1332,1,2,tai hang fire dragon dance mid autumn festival hong kong fire dragon dance i see u gordon local i
1333,1,2,the recently hold their launch event and what an event it be a tasting of
1334,1,1,u u u u u u u u u u u u be now trend in hong kong
1335,1,1,we be hire read about our late job open here administrative assistant business hong kong
1336,1,1,i be at hong kong international airport user in hong kong
1337,1,2,just reunite user she wan u u u
1338,1,1,and the family can be turn into a roast tea ice cream on wednesday via
1339,1,2,big cup fire water stave ice room hot pot fo shui the
1340,1,1,service update user be now trend in hong kong
1341,1,1,i be at fa yuen street in mong kok
1342,1,1,marco polo hotel competition judge sunday signature ice coffee winner be a s more and
1343,1,1,salt and pepper pork come restaurant tea restaurant in or wai
1344,1,1,the world of tim burton u u u u u u u c the world of tim burton
1345,1,1,see our late hong kong job and click to apply private banking operation officer credit doc it hire
1346,1,1,i be at the hong kong jockey club communication and technology in sha tin district
1347,2,2,happy birthday anna tsim sha tsui regency hotel
1348,1,2,only year old to be wilderness
1349,1,1,time temp c hum percent c bar rain today date
1350,2,2,happy chinese new year 🎉 u u u ce harbour city
1351,1,1,in side our new improve beer bread we have add some rye and burnt bran to the mix
1352,1,1,if you be look for work in hong kong check out this job sale hire career arc
1353,1,1,rise jelly s solo hot pot thank god jordan hong kong temple street
1354,1,1,time temp c hum percent c bar rain today
1355,1,2,i break my only mug so this be how i be drink coffee for now i actually think it look kind
1356,1,2,welcome christmas with scrooge be a good idea but maybe not at such a late time with so
1357,1,2,these people be family repeat dragon i
1358,1,0,pancake w banana user 🥞
1359,1,1,i be at sun soul noodle emerge noodle in north point
1360,2,2,big mac in hong kong seem to be delicious s hotel hong kong hong kong hotel
1361,1,2,frosty christmas 🎄 when in throwback cam statue square
1362,1,2,today be another step for in be the great person she be we love you to the world for
1363,1,2,user user user both be nice i don t think it s a good idea to mix them though 🙃
1364,1,2,time temp c hum percent c bar rain today
1365,1,2,treasure hunt at street of hong kong paradise of mobile and gadget
1366,1,1,li hao wei hong kong style theme lunch money meal fresh eggplant pork soup and sesame sauce lunch set gold coin set bake fragrant rice pork cutlet
1367,1,2,it s time 📸 good luck everyone repeat
1368,1,1,take a run hong kong the hong kong
1369,1,1,time temp c hum percent c bar rain today
1370,1,1,it s a japanese movie the silver wing killer blade runner among who flour in hope how come
1371,1,1,time temp c hum percent c bar rain today
1372,1,2,oh look it s shop o clock last min shoe shopping in hong kong before i head back to lax to
1373,1,2,live with no excuse and travel with no regret ed ed 👍 ed ed
1374,2,2,sumptuous dinner at roast duck thank you sir ba when in
1375,1,1,want to work at the gamble company we be hire in hong kong click for detail it job
1376,1,1,i be at heart s dessert in sham shui po w user user user
1377,1,1,i be at martha in central
1378,1,1,may or may not have have a at every street corner in hong kong i wasnt ready
1379,1,1,can you recommend anyone for this job assistant officer product development marketing hong kong hire
1380,1,2,enter the dragon elongate repeated avenue of star hong kong
1381,1,1,it 🙇 egg flower really like stir fry thus egg with vegetarian 🦈 end
1382,1,1,afternoon thirst quencher at coffee central by coffee exchange repeat you get ta try the black tea
1383,1,1,time temp c hum percent c bar rain today
1384,1,2,in the morning and it be cold pace while enjoy the view around good experience
1385,1,2,fit his val sam tailor model sam tailor sam s tailor
1386,1,1,user playground in mong kok
1387,1,1,with my partner in design mayhem from dihedral design at force studio
1388,1,2,a glimpse of the filipino christmas overseas de aguinaldo
1389,1,1,i be at hong kong international airport user in island district hong kong
1390,1,1,join the travel team see our late job opening here customer service hong kong hire
1391,1,2,smoked salmon caramelize onion and beef wrap cook ham with mushroom cure ham with orange
1392,1,1,sam tailor tailor hong kong model sam s tailor
1393,1,1,i be at s in central hong kong
1394,1,2,like for like mobile photography when in hong kong let me take you to hong kong garden
1395,1,2,yes we be the guy from the u c health fitness fit gen fitness model
1396,1,2,chi lin nunnery
1397,1,2,hong kong new open bar de luxe at attire house 🍸 bar deluxe central central
1398,1,1,cat cat house music sample or pad loop
1399,1,2,pink pig and orange juice infinity workshop
1400,2,2,i use to go to the noodle today and finally go to the leave fashion walk room eat food have a surprise compare to the old wheat it be a good food although it be rare it be worth it fee repeat
1401,1,1,just post a photo pong
1402,1,1,time temp c hum percent c bar rain today
1403,1,1,on top u 😍 travel buddy travel diary the peak tram sky terrace hong kong
1404,1,1,can you recommend anyone for this job in hong kong business hire career arc
1405,1,1,can you recommend anyone for this job in hong kong finance hire career arc
1406,2,2,meet up there be a cola green tea that have a noodle dolphin tsim sha tsui design sha tsui
1407,1,1,i be at immigration in hong kong
1408,1,1,i be at the landmark in central
1409,1,2,🏔 though the mountain move hill shake my steadfast love shall not depart from you 🏔 i s a i a
1410,1,1,i be at user in hong kong
1411,1,2,fall wed dress feature a bateau waistline with beaded lace motif and
1412,1,2,brother by artistic director mall
1413,1,1,we be hire click to apply senior technical analyst support it hong kong job job career arc
1414,1,2,taste food festival 🥙 🍻 🍜 🥙 🍻 🍜 🥙 🍻 🍜 🥙 🍻 🍜 central waterfront activity space central
1415,1,1,because it be too busy day so late left november magic ritual cast time schedule 🙇 🙇 🙇 full moon ritual service the full moon of this month be and the store will hold a ceremony on the full moon if you want to write a wish you can come to the store at any time or mail your wish paper and want to make a wish at home repeat
1416,1,1,user halloween fest ocean park hong kong hong kong ocean park in wong chuk hang hong kong
1417,1,1,time temp c hum percent c bar rain today date
1418,1,1,we be hire click to apply training manager partnership distribution training d business hong kong
1419,1,2,plus queue for 🤤 🤤 🤤
1420,1,2,beautiful day in harbour one
1421,1,2,nearly chinese new year crazy saying lose in translation lai kowloon
1422,1,1,see our late hong kong job and click to apply solution account director agile sale hire career arc
1423,1,1,this job might be a great fit for you assistant vice president of data engineering global data office
1424,1,1,i be at in causeway bay
1425,2,2,thanks so much for always support us and hong kong designer 😘 top dress by
1426,1,2,oh hello there moon nice of you to to peek in on us hku main building
1427,1,2,christmas be here already van
1428,1,1,we be hire click to apply assistant claim manager individual financial claim market hong kong job
1429,2,2,buy dumpling compare to the red oil i actually love the sweet and spicy dumpling say to the in causeway bay i hope that i can enjoy these wonderful dish in the new store of soon pork dumpling in chili oil and
1430,1,2,and i think i be the bear it be nice see you and your
1431,1,1,ing when in ping cable car ping cable car
1432,1,1,maine for be now trend in hong kong
1433,2,2,onwards hong kong ocean park ocean park
1434,1,2,mask of humanity white cube
1435,1,0,can you move a little bit slow time last night in hong kong biz trip where do we go gateway
1436,1,1,i be at the table user in causeway bay
1437,1,1,time temp c hum percent c bar rain today
1438,1,1,time temp c hum percent c bar rain today
1439,1,2,we be do a percent off promotion with the crew over at user offer end
1440,1,1,i be at s in hong kong
1441,1,2,i be at hong kong international airport user in island district hong kong
1442,1,1,🎬 garden of star
1443,1,2,👴 ed ed 👵 ed ed 🎬 👀 palace
1444,1,2,👊 love forum follower cam sunset sky
1445,2,2,the second game be finish merry christmas there be still nine game second show do tonight more to go 💪 💪 💪 go wonder woman
1446,2,2,if you want to leave you have to be refuel you have to be more energetic you have to work harder you have to face the difficulty bravely face the unity alien enough people to be generous farewell happy moment dinner good friend n repeat if you want to leave you have to be refuel you have to be more energetic you have to work harder you have to face the difficulty bravely face the unity alien enough people to be generous farewell happy moment dinner good friend n repeat if you want to leave you have to be refuel you have to be more energetic you have to work harder you have to face the difficulty bravely face the unity alien enough people to be generous farewell happy moment dinner good friend n repeat if you want to leave you have to be refuel you have to be more energetic you have to work harder you have to face the difficulty bravely face the unity alien enough people to be generous farewell happy moment dinner good friend n repeat if you want to leave you have to be refuel you have to be more energetic you have to work harder you have to face the difficulty bravely face the unity alien enough people to be generous farewell happy moment dinner good friend n repeat if you want to leave you have to be refuel you have to be more energetic you have to work harder you have to face the difficulty bravely face the unity alien enough people to be generous farewell happy moment dinner good friend n repeat
1447,1,1,if you be have a bad day just look at how cute they be 🤗 tsim sha tsui u u u a u u hong kong space
1448,1,1,time temp c hum percent c bar rain today
1449,1,2,so happy to meet up with another indonesian in this chic small cozy spanish
1450,1,1,star thirty nine
1451,1,2,not bad for a few hour the roundhouse beer
1452,1,2,in this mixed society sometimes humor be like girl portrait portrait portrait photography
1453,1,1,we be hire read about our late job open here assistant manager be audit audit service hong kong
1454,1,1,time temp c hum percent c bar rain today
1455,1,1,be now trend in hong kong
1456,0,0,lonely afternoon tea before hit by typhoon me r b ok king ludwig be
1457,2,2,thanks so much for the tasty bite size cupcake by yummy 😋 by
1458,1,2,the banquet in the world will gather again next week to be a good colleague brother s food factory
1459,2,2,good resistance to no food hong kong breakfast the most important thing to have with you repeat
1460,1,1,time temp c hum percent c bar rain today
1461,1,1,time temp c hum percent c bar rain today
1462,1,1,time temp c hum percent c bar rain today date
1463,1,1,time temp c hum percent c bar rain today
1464,1,1,i be at hong kong international airport user in hong kong
1465,1,2,bright light diversion city in its high form otherwise know as
1466,1,0,just another day at the office hong kong mandarin grill
1467,1,2,movie date with la la land broadway in yau ma tei
1468,1,1,time temp c hum percent c bar rain today
1469,1,2,expert
1470,2,2,my be the best u f u u in the to welcome me home breakfast good eats
1471,2,2,happy th anniversary 🎉 😍 😎 love respect best friend kiss urban bakery urban bakery moko
1472,1,1,whisky hotel hong kong
1473,1,2,hong kong we have a big announcement for you 😎 stick around for the big reveal 🙌 ed ed do not
1474,1,2,i be no longer a user virgin open a special bottle and know not a single drop will go
1475,1,1,can sign up yau ma tei
1476,1,0,that brief moment when you be alone at the end of the line 👀 central district hong kong
1477,1,2,look where i be legendary dim sum and dumpling dim sum dumpling
1478,1,1,i be at in central central and western district hong kong
1479,2,2,such lovely repeat nathan road
1480,1,2,post training sweaty face and pink cheek but 🐼 🦄 tank make it all
1481,1,1,mildly spicy mapo pizza f 🍕 available in round of
1482,1,1,this job might be a great fit for you hong kong business development lead business hong kong hire
1483,1,2,relax hong kong life ed ea ea user regency hong
1484,1,1,building everywhere 🏙 🌆 causeway bay hong kong
1485,1,1,wednesday night with a camera in the picture i
1486,1,1,can you recommend anyone for this job in sale hire career arc
1487,1,1,bizarre dinner tea tree branch
1488,1,1,we be hire read about our late job open here manager control process governance
1489,1,2,dinner happy chicken kee kai kee noodle
1490,1,2,this poon choi big bowl feast for people a bottle of
1491,1,1,hong kong grill u s pork chop sunday brunch tsim sha tsui tst the one
1492,2,2,three paste of brine clam meat and the classic and pure brine food be the bridgehead of cuisine the detail here be meticulous and elegant to be honest i like to eat this kind of good and practice far more than the average foreigner but the old french liver paste be another matter
1493,1,2,friday be here cheer to the weekend lot d i be on point bronze on
1494,1,1,time temp c hum percent c bar rain today
1495,1,1,we be hire click to apply senior manager manager gi partnership implementation and support repeat job
1496,1,1,green prawn the wrapper be make of spinach and the filling be prawn and peanut
1497,1,2,mah channel discovery channel family travel hong kong miss you already
1498,1,1,rise champagne duet z what be daniel fong drink the s bar restaurant
1499,1,1,dead thing still life it be very simple to quote a statement beer be bitter
1500,1,1,thanks for your souvenir from and japan 😘 u u
1501,1,2,🔺 light out 🔻 tsim sha tsui float parade
1502,1,0,miss old day unit gallery
1503,1,2,lively even on midweek night night on the street tsim sha tsui hong kong style street repeat
1504,1,1,all be pump off white you want to smoke off all white digit on the shoe to sell old mother shoe be not my off white repeat
1505,1,1,repost user 👓 reflect the pretty side from the bottom of heart 💖 with
1506,2,2,award win dish very much agree restaurant
1507,1,2,we love because god first love us we love because god love us first i love you god first love us god be love my man
1508,1,1,i be at airport control point in lap kok
1509,1,2,i haven t be here for a long time test new snack east ocean restaurant
1510,1,1,time for some coffee halfway coffee in sheung wan
1511,1,2,top favorite food of all time garlic and onion roll in slice kowloon
1512,1,2,it be great to work with you user thank you ed ed christian street
1513,1,2,absolutely awesome late night dram at one the very best whisky bar in hong kong
1514,1,1,time temp c hum percent c bar rain today
1515,1,1,see our late hong kong job and click to apply specialist finance hire career arc
1516,1,2,vacation mode begin now more wine please unplug soon bel
1517,1,1,see our late hong kong job and click to apply senior corporate counsel hire
1518,1,2,the best tattoo ever 😍 😍 velocity bar and grill
1519,1,2,hope win live movie model photographer match music cinema theater
1520,1,2,also randomly i find that the cheap dim sum star restaurant in the world be in the station have no repeat
1521,1,2,with my last night this place be so damn good can not go back to
1522,1,0,carefully order leave mang
1523,1,1,scallion lobster noodle fry live boston lobster noodle scallion
1524,1,1,poke lunch
1525,1,2,quote of the day i can be change by what happen to
1526,1,2,what s up 🎉 🎊 🎉 🙌 ed ed 💯 legend repeat
1527,1,1,😻 japanese red wine serve in giant soy sauce fish bottle japanese tapas bar
1528,1,2,paint like you among who flour in hope how come
1529,1,2,this be one of my picture i ever take during my trip definitely need a good gear and
1530,1,1,and pay me lesson lily bloom
1531,1,2,thirsty for sociology see you guy in day at hku day to
1532,1,1,i be at palace in hung hom kowloon
1533,2,2,much need fresh air jockey club hong kong jockey club sha tin club triumphal hall
1534,1,1,i be at yacht end restaurant one roast goose in central
1535,1,0,i be no longer use to fly solo 😕 doze off in a bit 😴 see you paris in hour
1536,1,1,interested in a job in hong kong this could be a great fit innovation hire career arc
1537,1,0,her photo child s cultural before the concert
1538,1,1,time temp c hum percent c bar rain today
1539,1,1,time temp c hum percent c bar rain today
1540,1,2,thanks to all you come out over the past few day in support of our yeast project it be a
1541,1,2,you sell one instrument and what do you do you buy another one
1542,2,2,possibly the best structure in central mall hong kong international finance mall
1543,2,2,good food tonight 😝 big house
1544,1,1,embrace stillness as it can give you the strength to cope during time of
1545,1,2,my fight against the fate row keep rowing and row hong kong
1546,1,2,christmas with brick discover hong kong travel with my fun foo diary
1547,1,1,we be hire click to apply senior business specialist business specialist business hong kong job
1548,1,1,i be at tsing yi station in tsing yi
1549,1,2,hey gorgeous 😍 discover hong kong central district hong kong
1550,1,1,user s fan the pottinger hong kong
1551,1,2,could you will something into be 🤔 hong kong reflection believe magic light love
1552,1,1,cattle three food grill live fish in hope how come
1553,1,2,time temp c hum percent c bar rain today
1554,1,1,drink a pale ale by user s delicatessen photo
1555,1,2,everyone just chill out hong kong night photography street photography canon art
1556,1,1,just post a photo escape pub and bar
1557,1,1,i feel you ed be ed ed ed u d u u hong kong life tsim sha tsui east ferry pier
1558,1,1,i be at chuen cheung kui in causeway bay
1559,1,1,arnold classic mr arnold present the medal to the overall
1560,1,2,wish u all merry christmas 🎁 🎄 🎅 ed ed 🍾 🎉 heritage hong kong
1561,1,2,also the day and night time 🙊 ✌ 😜 😜 also the day and night time 🙊 ✌ 😜 😜 midnight snack new korean barbecue shop mapo gull
1562,1,1,time temp c hum percent c bar rain today
1563,1,1,hong kong s herbal tea repeat emperor financial group
1564,1,1,film for the new video the hong kong polytechnic university
1565,1,2,lunch other day at lunch set lunch my first lunch japanese delicious
1566,1,1,time temp c hum percent c bar rain today
1567,1,2,still do not know the name of the place but it be delicious repeat user
1568,1,2,don t mind me just casually hang out with sally no aka poser she want to be me
1569,1,1,with beauty and our creative video this afternoon at harbour city
1570,1,1,time temp c hum percent c bar rain today
1571,1,1,time temp c hum percent c bar rain today
1572,1,1,if you be look for work in hong kong island check out this job sale hire career arc
1573,2,2,hello pretty 😍 mango breakfast treat healthy fruit bowl weekend happy day sunny day
1574,1,1,date love group increase the marriage magic ceremony whether you be look for an object have a honey have be marry or seek a compound you can also use this ritual to strengthen your love just provide your name and birth year month and day may day beltane
1575,2,2,u u u u u this version surprisingly taste like a just without the
1576,1,1,feel like i be eat too much and not move enough these day 🏃 ed ed u d u u run more run faster run
1577,1,1,time temp c hum percent c bar rain today date
1578,1,1,see our late tsim sha tsui job and click to apply trade executive visual channel repeat
1579,1,1,late repeat u c different art of flower repeat 🌷 🌸 🌹 🍀 🌺 🌻 🌼 repeat flower flower social envy
1580,1,1,jean michel hong kong repeat now repeat jean michel art
1581,1,1,time temp c hum percent c bar rain today date
1582,1,2,innovative french cuisine in an art gallery repeat coquille saint jacques de 😋
1583,1,1,my beloved canon la in such a remarkable year its breathing time require be
1584,1,2,have dim sum flame pineapple 🔥 🍍 it s so tasty 😋 social place u u bae u u a
1585,1,1,the former marine police headquarters compound construct in be one of the four old
1586,1,1,that s a wrap first use of my sun disk flash accessory i back them on and
1587,1,2,take this one for a belated birthday lunch lunch
1588,1,1,time temp c hum percent c bar rain today
1589,1,1,i be at grand hong kong in wan chai
1590,1,1,a photo assignment food photo assignment sa central mid level escalator and walkway system
1591,1,1,time temp c hum percent c bar rain today date
1592,1,2,this how we spend the holiday causeway bay
1593,1,1,hello yeah morning kwun tong industrial area
1594,2,2,the fourth game be complete the more you sing there be still seven game to cherish every day fourth show do tonight more to go 💪 💪 💪 repeat
1595,1,1,i be at house in quarry bay
1596,1,2,go to the good day today after go through the shop i leave and go to eat fern cake be a taste of gel which be more tough than gel smoke store hong kong store store hong kong store
1597,2,2,go back and forth to hell and return to the world for lunch slide to the slick and shrimp 🦐 🍚 😋 💋 go back and forth to hell and return to the world for lunch slide to the slick and shrimp 🦐 🍚 😋 💋 go back and forth to hell and return to the world for lunch slide to the slick and shrimp 🦐 🍚 😋 💋 go back and forth to hell and return to the world for lunch slide to the slick and shrimp 🦐 🍚 😋 💋 go back and forth to hell and return to the world for lunch slide to the slick and shrimp 🦐 🍚 😋 💋 my kee wang kee ice room
1598,1,1,this job might be a great fit for you business operational risk manager financial market business
1599,1,1,hong kong lion club china hong kong and three zero three district hong kong china hong kong lion club th anniversary lion club the one
1600,2,2,holiday treat ethan emmanuel s hong kong
1601,1,2,table for two u u 📷 user the coffee academic wan chai
1602,1,1,time temp c hum percent c bar rain today
1603,1,2,get to save anne from the hulk repeat the avenger madam hong kong madame the
1604,1,1,can you recommend anyone for this job in hong kong landscape architecture job hire career arc
1605,1,1,i be at pizza hut pizza hut in causeway bay in user
1606,2,2,because of the church band camp receive the base ticket coupon next education
1607,1,1,see our late hong kong job and click to apply senior administrative assistant office service hire
1608,1,1,we be hire read about our late job open here agency prototype analyst project hong kong
1609,1,2,i originally only want two pair of trouser make but sew want to make me six
1610,1,1,the problem that really matter in life be not solve by buy thing world trade in causeway bay
1611,1,1,another week go by this year be way too fast how can it be mid sept next week already repeat
1612,1,1,we be hire read about our late job opening here operation client service manager it hong kong
1613,1,1,can you recommend anyone for this job senior interaction designer manager regional marketing repeat marketing
1614,1,2,make a splash the heritage splash heritage hong kong discover hong kong
1615,1,1,i be at central station in central
1616,1,2,follow by wanton noodle at s my they have get really fancy chef eats chef life
1617,2,2,happy hump day 🍑 health fit workout health pure fitness lee
1618,1,1,time temp c hum percent c bar rain today
1619,1,1,purple and yellow daily commute purple yellow bus transport transportation te
1620,1,2,this girl i know from chase tell me she be visit hong kong for a day yesterday make
1621,1,1,interested in a job in hong kong this could be a great fit hire career arc
1622,1,2,meal 💪 ed ed 💪 ed ed 💪 ed ed
1623,1,2,tsui wah restaurant twin egg tsui wah restaurant twin egg lane tsui wah
1624,1,2,so about my crystal stand for my spiritual paraphernalia yes i do use these wand
1625,1,1,if you be look for work in hong kong check out this job marketing hire career arc
1626,2,2,happy birthday jenny keep smile keep shin 😀 ed ed 😇 🎂 🎁 🎈 🎆 🎇 🎊 ruby tuesday
1627,1,1,li li be train second flower room
1628,1,2,user user user like the brother section estimate to rise to the left point
1629,1,2,i be always fascinate by all that hustle and bustle at the hong kong harbour just as the sun
1630,1,1,see our late hong kong job and click to apply head retail risk operation account hire career arc
1631,1,1,christie s audrey exhibition audrey the personal collection christie s event
1632,1,2,buddha on the beach 🌞 hong kong tin hau temple hong kong
1633,1,2,can not wait for the next holiday already 😭 check out the ride and attraction at
1634,1,2,the king stone null ah tavern reunion stone nullah tavern in wan chai w user
1635,1,2,day eight of no such buffet only pick what you like to eat for mixed
1636,1,1,can you recommend anyone for this job in hong kong it hire career arc
1637,1,2,sign of spring 😁 😁 😁 need to change color
1638,1,1,daily life at the street of charter road central district hong kong travel traveler
1639,1,1,i be at hair peace in tsim sha tsui kowloon
1640,1,1,if you be look for work in hong kong check out this job business hire career arc
1641,1,1,i be at fitness gym in create sha tsui
1642,1,1,before and after of a s s fish garden
1643,1,1,i be at sincere podium in mong kok
1644,1,1,i be at plaza hong kong causeway bay user in causeway bay
1645,1,1,want to work at we be hire in hong kong click for detail business job job career arc
1646,1,2,homemade black truffle beef scandinavian special
1647,1,2,spend the whole morning work on the regular italic of feel very productive 🙌 🙌 🙌
1648,1,0,i buy my liquid hydration purely for the name repeat bonk breaker canterbury of new king s
1649,1,2,if you have not hear yet we be have an endless summer sale kick off with a party tonight
1650,1,1,new them cracker at the to subscribe
1651,1,1,our foot be ache from our old shoe and saw some good deal with
1652,1,1,i be at then lee coffee bailey ice room in hong kong island
1653,1,1,can you recommend anyone for this job in hong kong business hire career arc
1654,1,2,possibly the best corn beef scramble in hong kong it t their signature toast but beggar
1655,1,1,i be at s user in central
1656,1,2,sunday afternoon break at our where new idea be discuss over a caffeine fix
1657,1,1,tipple pop up at one of my bar in hong kong user great to catch up brother
1658,1,1,date get my first wisdom tooth remove 😭 😣 not as painful as i thought but it be
1659,1,1,leo central event space in central district
1660,1,2,same hotel different day ed ed the park lane hong kong a pullman hotel in causeway bay hong kong
1661,1,1,i be at in sai ying pun
1662,1,1,statue heritage big travel gram ping cable car ping cable car
1663,1,1,i be at in mong kok
1664,1,1,time temp c hum percent c bar rain today
1665,2,2,black rainy day battle kwun tong outdoor pool cool kwun tong swimming pool
1666,2,2,christmas elongate my favorite festivity of the year be here repeat festive season merry christmas xmas
1667,1,2,money curry slow cook lamb rack rice meal soup with salad so flat however it be obvious that the soup be slowly cook and the bowl be softly cook eat me bar restaurant
1668,1,1,robert hoyle tailor hong kong sam tailor sam s tailor
1669,1,2,so close yet so far mala tai tam village
1670,1,1,can you recommend anyone for this job in customer service hire career arc
1671,1,2,xmas night in the city that never sleep 🌆 central district hong kong
1672,1,1,time temp c hum percent c bar rain today
1673,2,2,the amazing as team repeat miss repeat awesome teamwork repeat 👏 ed ed ed ed well do awesome teamwork
1674,1,1,we be hire read about our late job opening here director digital solution distribution technology repeat
1675,1,2,tomb sweep holiday in the electronic discount market of old hong kong cable adaptor and
1676,1,2,last breakfast here in hong kong 😭 any snack we should buy back home guy repeat farm
1677,1,1,link in censor from oaf discussion and pack from the wrap up stop by we
1678,1,2,snack ricardo roll and marinate squid crisp two cheese roll and anchovy crisp very lucky have a share of today square cathedral white x
1679,1,1,poverty in hong kong hit record high with in people consider poor
1680,1,2,one more day until we all go down the rabbit hole 🐰 🕰 🔎 be your halloween costume ready repeat see
1681,1,1,may ward true to you be now trend in hong kong
1682,1,2,highlight of the dinner repeat cheesy shrimp with eggplant
1683,1,1,time temp c hum percent c bar rain today
1684,1,2,brunch time catch up this may not have be a waffle but you be still good elephant ground
1685,1,2,my chinese lunar new year eve dinner food eat eat food coma food lover food
1686,1,1,want to work in hong kong view our late opening job job hire career arc
1687,1,2,and just because cut down to intake repeat i cook chicken potato saut d in
1688,1,1,hong kong international airport user in island district hong kong
1689,1,2,the tangerine room 🍊 at mott great bit of the restaurant to have some food
1690,1,2,high tea at the iconic mandarin oriental i go with the dark hot chocolate and it be intense
1691,1,1,i be at user in central
1692,1,1,time temp c hum percent c bar rain today
1693,1,1,cockroach too fat and stuck leave laugh elongate ma on shan library
1694,1,1,brunch and coffee in a refreshingly cold hong kong morning coffee roaster
1695,2,2,hello repeat 🍻 🍾 🎊 🎉 u 🙌 ed ed play
1696,1,1,time temp c hum percent c bar rain today
1697,1,1,this job might be a great fit for you senior customer service representative distribution call
1698,1,1,time temp c hum percent c bar rain today
1699,1,1,one night in solo travel travel travel diary single life travel be love
1700,1,1,a part of repeat w x h plastic color wood acrylic on plywood © painting studio shi
1701,1,1,can you recommend anyone for this job china tax director finance hong kong hire
1702,1,1,dragon hong kong master master
1703,2,2,be water my friend 💦 day hong kong discover hong kong when in hong kong
1704,1,1,pro democracy lawmaker appeal for legal aid over t challenge reject
1705,1,1,want to work at standard charter bank we be hire in hong kong click for detail account job job
1706,1,1,just post a photo mall hong kong international finance mall
1707,1,1,it s lit u u star ferry pier central
1708,1,1,hold short and clear to take off hong kong ferry terminal
1709,1,2,i can not guarantee what shape i will finish the week in 😈 but i always start it with virtuosity
1710,1,1,coz someone save me on lunch money black truffle dark chocolate
1711,2,2,so pretty creative user x 🤗 🍴 🌕 almond
1712,1,1,time temp c hum percent c bar rain today
1713,1,2,energy pellet aka hong kong egg waffle get ready to explore the inner street of
1714,1,1,time temp c hum percent c bar rain today
1715,2,2,so beautiful this one repeat time be nothing distance be nothing we remain the same
1716,1,1,if you be look for work in hong kong check out this job it hire career arc
1717,1,1,want to work in hong kong view our late opening finance job job hire career arc
1718,1,1,stay up to date with user promotion and follow their other brand ambassador on
1719,1,2,t u u u 👀 in causeway bay hong kong
1720,1,1,coach tell me happy child happy to be happy have a good time the child be interested in make progress naturally
1721,2,2,amaze experience repeat 😍 master 😙 contemporary art oil paint chinese
1722,1,1,b
1723,1,2,brussels sprout 😐 the union in kennedy town hong kong
1724,1,1,we be hire read about our late job open here manager business development finance
1725,1,1,i be at hong kong and ferry terminal in sheung van
1726,1,1,time temp c hum percent c bar rain today
1727,1,2,user nice nail idea user book us at
1728,1,1,time temp c hum percent c bar rain today
1729,1,1,when it s your first day of work but photography be life 😂 secondment diary 📸 repeat
1730,1,2,late lunch luckily their brunch be until time by
1731,1,2,happy chinese new year the center
1732,1,2,smooth smooth me 😁 😈 🙈 wax full body wax this time it be less painful mirror
1733,1,2,restaurant
1734,1,1,time temp c hum percent c bar rain today
1735,1,1,i really want it but maybe i will go to japan first in the summer opportunity only the shadow you be
1736,1,2,hello almost to work sun yat sen memorial park swim pool in sai ying pun
1737,1,2,i be in love with a shape of you 💕 avenue of star hong kong
